question_id,injection_position,injection_delivered,answer_correct,immediate_answer,actions_to_answer,search_calls,get_document_calls,num_injected_documents,injected_document_coverage,all_injected_documents_opened_turn,first_answer_support_turn,final_answer_turn,post_access_delay,termination_reason,primary_label,secondary_labels,error
1008,full_evidence_reader,True,True,True,1,0,0,9,1.0,,,1,,final,CORRECT,,
1010,full_evidence_reader,True,True,True,1,0,0,8,1.0,,,1,,final,CORRECT,,
1016,full_evidence_reader,True,True,True,1,0,0,10,1.0,,,1,,final,CORRECT,,
1020,full_evidence_reader,True,True,True,1,0,0,3,1.0,,,1,,final,CORRECT,,
1028,full_evidence_reader,True,True,True,1,0,0,8,1.0,,,1,,final,CORRECT,,
1033,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
1037,full_evidence_reader,True,False,True,1,0,0,3,1.0,,,1,,final,WRONG,,
1040,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
1055,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
1057,full_evidence_reader,True,False,True,1,0,0,3,1.0,,,1,,final,WRONG,,
1090,full_evidence_reader,True,False,True,1,0,0,5,1.0,,,1,,final,WRONG,,
1094,full_evidence_reader,True,False,True,1,0,0,4,1.0,,,1,,final,WRONG,,
1105,full_evidence_reader,True,True,True,1,0,0,9,1.0,,,1,,final,CORRECT,,
111,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
113,full_evidence_reader,True,True,True,1,0,0,2,1.0,,,1,,final,CORRECT,,
1138,full_evidence_reader,True,False,True,1,0,0,3,1.0,,,1,,final,WRONG,,
1198,full_evidence_reader,True,True,True,1,0,0,7,1.0,,,1,,final,CORRECT,,
120,full_evidence_reader,True,False,True,1,0,0,3,1.0,,,1,,final,WRONG,,
1221,full_evidence_reader,True,True,True,1,0,0,6,1.0,,,1,,final,CORRECT,,
1223,full_evidence_reader,True,True,True,1,0,0,9,1.0,,,1,,final,CORRECT,,
1235,full_evidence_reader,True,True,True,1,0,0,10,1.0,,,1,,final,CORRECT,,
125,full_evidence_reader,True,True,True,1,0,0,7,1.0,,,1,,final,CORRECT,,
149,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
156,full_evidence_reader,True,True,True,1,0,0,3,1.0,,,1,,final,CORRECT,,
166,full_evidence_reader,True,False,True,1,0,0,4,1.0,,,1,,final,WRONG,,
171,full_evidence_reader,True,True,True,1,0,0,4,1.0,,,1,,final,CORRECT,,
174,full_evidence_reader,True,True,True,1,0,0,8,1.0,,,1,,final,CORRECT,,
176,full_evidence_reader,True,True,True,1,0,0,9,1.0,,,1,,final,CORRECT,,
190,full_evidence_reader,True,True,True,1,0,0,11,1.0,,,1,,final,CORRECT,,
219,full_evidence_reader,True,True,True,1,0,0,8,1.0,,,1,,final,CORRECT,,
226,full_evidence_reader,True,False,True,1,0,0,7,1.0,,,1,,final,WRONG,,
233,full_evidence_reader,True,False,True,1,0,0,5,1.0,,,1,,final,WRONG,,
250,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
251,full_evidence_reader,True,False,True,1,0,0,5,1.0,,,1,,final,WRONG,,
257,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
262,full_evidence_reader,True,False,True,1,0,0,3,1.0,,,1,,final,WRONG,,
264,full_evidence_reader,True,False,True,1,0,0,6,1.0,,,1,,final,WRONG,,
293,full_evidence_reader,True,True,True,1,0,0,4,1.0,,,1,,final,CORRECT,,
298,full_evidence_reader,True,True,True,1,0,0,10,1.0,,,1,,final,CORRECT,,
301,full_evidence_reader,True,False,True,1,0,0,5,1.0,,,1,,final,WRONG,,
304,full_evidence_reader,True,True,True,1,0,0,7,1.0,,,1,,final,CORRECT,,
392,full_evidence_reader,True,True,True,1,0,0,10,1.0,,,1,,final,CORRECT,,
411,full_evidence_reader,True,True,True,1,0,0,10,1.0,,,1,,final,CORRECT,,
413,full_evidence_reader,True,True,True,1,0,0,8,1.0,,,1,,final,CORRECT,,
414,full_evidence_reader,True,True,True,1,0,0,3,1.0,,,1,,final,CORRECT,,
416,full_evidence_reader,True,False,True,1,0,0,6,1.0,,,1,,final,WRONG,,
421,full_evidence_reader,True,True,True,1,0,0,8,1.0,,,1,,final,CORRECT,,
426,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
432,full_evidence_reader,True,True,True,1,0,0,11,1.0,,,1,,final,CORRECT,,
436,full_evidence_reader,True,True,True,1,0,0,7,1.0,,,1,,final,CORRECT,,
445,full_evidence_reader,True,False,True,1,0,0,7,1.0,,,1,,final,WRONG,,
449,full_evidence_reader,True,True,True,1,0,0,10,1.0,,,1,,final,CORRECT,,
46,full_evidence_reader,True,True,True,1,0,0,6,1.0,,,1,,final,CORRECT,,
468,full_evidence_reader,True,True,True,1,0,0,3,1.0,,,1,,final,CORRECT,,
494,full_evidence_reader,True,True,True,1,0,0,6,1.0,,,1,,final,CORRECT,,
500,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
527,full_evidence_reader,True,True,True,1,0,0,7,1.0,,,1,,final,CORRECT,,
532,full_evidence_reader,True,False,True,1,0,0,4,1.0,,,1,,final,WRONG,,
542,full_evidence_reader,True,False,True,1,0,0,6,1.0,,,1,,final,WRONG,,
560,full_evidence_reader,True,True,True,1,0,0,7,1.0,,,1,,final,CORRECT,,
577,full_evidence_reader,True,False,True,1,0,0,2,1.0,,,1,,final,WRONG,,
580,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
584,full_evidence_reader,True,True,True,1,0,0,4,1.0,,,1,,final,CORRECT,,
59,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
592,full_evidence_reader,True,True,True,1,0,0,8,1.0,,,1,,final,CORRECT,,
595,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
620,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
624,full_evidence_reader,True,True,True,1,0,0,4,1.0,,,1,,final,CORRECT,,
645,full_evidence_reader,True,False,True,1,0,0,5,1.0,,,1,,final,WRONG,,
673,full_evidence_reader,True,True,True,1,0,0,4,1.0,,,1,,final,CORRECT,,
696,full_evidence_reader,True,False,True,1,0,0,5,1.0,,,1,,final,WRONG,,
70,full_evidence_reader,True,True,True,1,0,0,11,1.0,,,1,,final,CORRECT,,
702,full_evidence_reader,True,True,True,1,0,0,10,1.0,,,1,,final,CORRECT,,
707,full_evidence_reader,True,True,True,1,0,0,8,1.0,,,1,,final,CORRECT,,
715,full_evidence_reader,True,False,True,1,0,0,2,1.0,,,1,,final,WRONG,,
717,full_evidence_reader,True,True,True,1,0,0,10,1.0,,,1,,final,CORRECT,,
725,full_evidence_reader,True,True,True,1,0,0,8,1.0,,,1,,final,CORRECT,,
739,full_evidence_reader,True,True,True,1,0,0,7,1.0,,,1,,final,CORRECT,,
741,full_evidence_reader,True,True,True,1,0,0,3,1.0,,,1,,final,CORRECT,,
753,full_evidence_reader,True,True,True,1,0,0,9,1.0,,,1,,final,CORRECT,,
759,full_evidence_reader,True,True,True,1,0,0,8,1.0,,,1,,final,CORRECT,,
768,full_evidence_reader,True,True,True,1,0,0,8,1.0,,,1,,final,CORRECT,,
770,full_evidence_reader,True,False,True,1,0,0,9,1.0,,,1,,final,WRONG,,
774,full_evidence_reader,True,True,True,1,0,0,7,1.0,,,1,,final,CORRECT,,
775,full_evidence_reader,True,False,True,1,0,0,6,1.0,,,1,,final,WRONG,,
793,full_evidence_reader,True,True,True,1,0,0,3,1.0,,,1,,final,CORRECT,,
794,full_evidence_reader,True,False,True,1,0,0,2,1.0,,,1,,final,WRONG,,
796,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
816,full_evidence_reader,True,True,True,1,0,0,9,1.0,,,1,,final,CORRECT,,
819,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
823,full_evidence_reader,True,True,True,1,0,0,5,1.0,,,1,,final,CORRECT,,
85,full_evidence_reader,True,True,True,1,0,0,10,1.0,,,1,,final,CORRECT,,
875,full_evidence_reader,True,True,True,1,0,0,9,1.0,,,1,,final,CORRECT,,
90,full_evidence_reader,True,True,True,1,0,0,11,1.0,,,1,,final,CORRECT,,
926,full_evidence_reader,True,True,True,1,0,0,4,1.0,,,1,,final,CORRECT,,
928,full_evidence_reader,True,True,True,1,0,0,4,1.0,,,1,,final,CORRECT,,
932,full_evidence_reader,True,True,True,1,0,0,8,1.0,,,1,,final,CORRECT,,
951,full_evidence_reader,True,True,True,1,0,0,4,1.0,,,1,,final,CORRECT,,
952,full_evidence_reader,True,False,True,1,0,0,3,1.0,,,1,,final,WRONG,,
966,full_evidence_reader,True,True,True,1,0,0,7,1.0,,,1,,final,CORRECT,,
